paradigm	<div style='font-size:0.95em;color:#555'>/ˈpærədaɪm/</div><b>n.</b> 典范；范例；范式（哲学常用）<br><span style='color:#888'>搭配: paradigm shift = 范式转移 (Kuhn) · 哲学高频</span><div style='margin-top:8px;padding:6px;background:#f6f6f6;border-left:3px solid #4a90d9'><i>have functioned as a <u>paradigm</u> of meritocratic admission</i><br><span style='color:#666'>已经发挥着精英择优录取的范式作用</span></div><div style='font-size:0.8em;color:#999;margin-top:4px'>真题频次: 0 (2010-2024)</div>	Day5 必背
abolish	<div style='font-size:0.95em;color:#555'>/əˈbɒlɪʃ/</div><b>vt.</b> 废除（法律、习惯）；取消<br><span style='color:#888'>辨析: abolish (制度废止) ≠ eliminate (物理消除)</span><div style='margin-top:8px;padding:6px;background:#f6f6f6;border-left:3px solid #4a90d9'><i>moved to <u>abolish</u> these tests</i><br><span style='color:#666'>已开始废除这些考试</span></div><div style='font-size:0.8em;color:#999;margin-top:4px'>真题频次: 0 (2010-2024)</div>	Day5 必背
compel	<div style='font-size:0.95em;color:#555'>/kəmˈpel/</div><b>v.</b> 强迫，迫使<br><span style='color:#888'>搭配: <b>compel sb to do</b> = 迫使某人做（≠ impose sth on sb）· 派生: compulsion n. / compulsory a.</span><div style='margin-top:8px;padding:6px;background:#f6f6f6;border-left:3px solid #4a90d9'><i>they <u>compel</u> disadvantaged students into a contest they cannot win</i><br><span style='color:#666'>迫使弱势学生参加一场他们注定输的竞赛</span></div><div style='font-size:0.8em;color:#999;margin-top:4px'>真题频次: 0 (2010-2024)</div>	Day5 必背 错词 搭配
intricate	<div style='font-size:0.95em;color:#555'>/ˈɪntrɪkət/</div><b>a.</b> 复杂的，错综的，难以理解的<br><span style='color:#888'>近: complex, complicated · ⚠️拼写: intric<b>ate</b>（结尾 ate）</span><div style='margin-top:8px;padding:6px;background:#f6f6f6;border-left:3px solid #4a90d9'><i>The debate is unusually <u>intricate</u> because both sides claim the authority of fairness</i><br><span style='color:#666'>辩论异常复杂，因为双方都自诩公平</span></div><div style='font-size:0.8em;color:#999;margin-top:4px'>真题频次: 0 (2010-2024)</div>	Day5 必背 错词 拼写
discrepancy	<div style='font-size:0.95em;color:#555'>/dɪsˈkrepənsi/</div><b>n.</b> 差异；矛盾；不一致<br><span style='color:#888'>搭配: discrepancy <b>between A and B</b> · 派生: discrepant a.</span><div style='margin-top:8px;padding:6px;background:#f6f6f6;border-left:3px solid #4a90d9'><i>a persistent <u>discrepancy</u> between test scores and family income</i><br><span style='color:#666'>考试分数与家庭收入之间持续存在的差异</span></div><div style='font-size:0.8em;color:#999;margin-top:4px'>真题频次: 0 (2010-2024)</div>	Day5 必背
vulnerable	<div style='font-size:0.95em;color:#555'>/ˈvʌlnərəbl/</div><b>a.</b> 易受攻击的；脆弱的<br><span style='color:#888'>搭配: <b>vulnerable to</b> = 易受……影响 · ⚠️拼写: vul<b>n</b>er<b>a</b>ble（一个 n，结尾 able）</span><div style='margin-top:8px;padding:6px;background:#f6f6f6;border-left:3px solid #4a90d9'><i><u>vulnerable</u> applicants face a perpetual disadvantage</i><br><span style='color:#666'>弱势申请者面临永久的劣势</span></div><div style='font-size:0.8em;color:#999;margin-top:4px'>真题频次: 0 (2010-2024)</div>	Day5 必背 错词 拼写
perpetual	<div style='font-size:0.95em;color:#555'>/pəˈpetʃuəl/</div><b>a.</b> 永久的，永恒的，长期的<br><span style='color:#888'>近: permanent, eternal · 派生: perpetuate v. 使持续 / perpetuity n.</span><div style='margin-top:8px;padding:6px;background:#f6f6f6;border-left:3px solid #4a90d9'><i>face a <u>perpetual</u> disadvantage</i><br><span style='color:#666'>面临永久的劣势</span></div><div style='font-size:0.8em;color:#999;margin-top:4px'>真题频次: 0 (2010-2024)</div>	Day5 必背
hierarchy	<div style='font-size:0.95em;color:#555'>/ˈhaɪərɑːki/</div><b>n.</b> 等级制度；统治集团，领导层<br><span style='color:#888'>哲学常见: social hierarchy / Maslow's hierarchy of needs / power hierarchy</span><div style='margin-top:8px;padding:6px;background:#f6f6f6;border-left:3px solid #4a90d9'><i>the testing <u>hierarchy</u> has deteriorated into a marker of privilege</i><br><span style='color:#666'>考试等级制度已堕落为特权的标记</span></div><div style='font-size:0.8em;color:#999;margin-top:4px'>真题频次: 0 (2010-2024)</div>	Day5 必背
deteriorate	<div style='font-size:0.95em;color:#555'>/dɪˈtɪəriəreɪt/</div><b>v.</b>（使）恶化，（使）变坏<br><span style='color:#888'>派生: deterioration n. · 反: improve, ameliorate</span><div style='margin-top:8px;padding:6px;background:#f6f6f6;border-left:3px solid #4a90d9'><i>the testing hierarchy has <u>deteriorated</u> into a marker of privilege</i><br><span style='color:#666'>考试等级已恶化为特权的标记</span></div><div style='font-size:0.8em;color:#999;margin-top:4px'>真题频次: 0 (2010-2024)</div>	Day5 必背
distinguish	<div style='font-size:0.95em;color:#555'>/dɪˈstɪŋɡwɪʃ/</div><b>v.</b>（from）区别，辨别；辨认出；使杰出<br><span style='color:#888'>搭配: <b>distinguish A from B</b> · be distinguished for = 因……而著名</span><div style='margin-top:8px;padding:6px;background:#f6f6f6;border-left:3px solid #4a90d9'><i>admission committees can <u>distinguish</u> capable candidates</i><br><span style='color:#666'>招生委员会能辨别出有能力的候选人</span></div><div style='font-size:0.8em;color:#999;margin-top:4px'>真题频次: 0 (2010-2024)</div>	Day5 中频
eliminate	<div style='font-size:0.95em;color:#555'>/ɪˈlɪmɪneɪt/</div><b>vt.</b> 除去；淘汰；排除；削减（人员）<br><span style='color:#888'>派生: elimination n. · 辨析: eliminate (物理消除) vs abolish (制度废止)</span><div style='margin-top:8px;padding:6px;background:#f6f6f6;border-left:3px solid #4a90d9'><i>would <u>eliminate</u> a redundant gate</i><br><span style='color:#666'>将消除一个多余的关卡</span></div><div style='font-size:0.8em;color:#999;margin-top:4px'>真题频次: 8 (2010-2024)</div>	Day5 中频 高频
redundant	<div style='font-size:0.95em;color:#555'>/rɪˈdʌndənt/</div><b>a.</b> 多余的，过剩的；<b>被解雇的</b>（英式熟词僻义）<br><span style='color:#888'>搭配: <b>be made redundant</b> = 被裁员 · 派生: redundancy n.</span><div style='margin-top:8px;padding:6px;background:#f6f6f6;border-left:3px solid #4a90d9'><i>would eliminate a <u>redundant</u> gate that yields little new information</i><br><span style='color:#666'>将消除一个产出甚少新信息的多余关卡</span></div><div style='font-size:0.8em;color:#999;margin-top:4px'>真题频次: 0 (2010-2024)</div>	Day5 必背 熟词僻义
presume	<div style='font-size:0.95em;color:#555'>/prɪˈzjuːm/</div><b>v.</b> 假定，认为，揣测；擅自行动<br><span style='color:#888'>辨析: presume (基于证据的推定) ≠ assume (无据假设)· 派生: presumption n.</span><div style='margin-top:8px;padding:6px;background:#f6f6f6;border-left:3px solid #4a90d9'><i>Critics <u>presume</u> that removing the SAT will merely shift the contest</i><br><span style='color:#666'>批评者推测取消 SAT 只会转移这场竞争</span></div><div style='font-size:0.8em;color:#999;margin-top:4px'>真题频次: 0 (2010-2024)</div>	Day5 必背
